61	1946-22-05	47.23413684500048	11.373418185000446	Austria	Natters
110	1945-17-03	48.20848938300048	16.37207861500042	Austria	Wien
180	1944-12-04	47.0499996850005	16.08332573800044	Austria	Furstenfeld
379	1945-08-03	48.19999863600049	15.633329670000421	Austria	Saint Polten
445	1945-16-05	48.81068894500049	15.28942968700045	Austria	Waidhofen
953	1945-15-05	47.01666664300046	14.466668697000443	Austria	Portschach
1105	1944-16-09	48.20848938300048	16.37207861500042	Austria	Wien
1281	1945-11-04	47.6334674090005	15.829926224000474	Austria	Semmering
1367	1945-02-02	48.20848938300048	16.37207861500042	Austria	Wien
1676	1945-25-04	47.34999706400049	10.91666821600046	Austria	Marenberg
1677	1944-20-11	48.20848938300048	16.37207861500042	Austria	Wien
1905	1945-13-04	47.28332648000048	15.966669090000437	Austria	Hartberg
1940	1946-18-04	48.16972982200048	14.535688072000426	Austria	Saint Valentin
2150	1945-13-04	48.20848938300048	16.37207861500042	Austria	Wien
2254	1945-27-04	46.750825733000454	15.829435768000451	Austria	Deutsch Goritz
2285	1945-11-04	46.8394363700005	15.86082948200044	Austria	Krusdorf
2794	1945-31-01	48.20848938300048	16.37207861500042	Austria	Wien
3108	1945-??-??	48.56999630400048	16.576666460000467	Austria	Mistelbach
3283	1944-30-10	46.526939100000504	14.301938315000427	Austria	Ferlach
3462	1945-30-06	47.7999976320005	16.249999948000436	Austria	Wiener Neustadt
3589	1945-08-02	48.20848938300048	16.37207861500042	Austria	Wien
3597	1945-14-04	46.7093799110005	15.765545937000468	Austria	Mureck
3935	1945-26-04	46.823057823000454	15.290829063000444	Austria	Lebing
3946	1944-15-04	48.49999601500048	16.616667911000434	Austria	Schrick
4365	1945-22-05	48.30638719600046	14.286108719000424	Austria	Linz
4422	1944-30-11	48.30638719600046	14.286108719000424	Austria	Linz
4597	1945-07-05	48.213456942000505	14.476117858000464	Austria	Enns
4609	1945-17-04	48.583328620000486	16.599996890000455	Austria	Eibesthal
4756	1943-28-05	48.20848938300048	16.37207861500042	Austria	Wien
5212	1945-14-01	48.20848938300048	16.37207861500042	Austria	Wien
5360	1945-30-03	47.7999976320005	16.499997764000454	Austria	Wulkaprodersdorf
5783	1944-10-05	48.20848938300048	16.37207861500042	Austria	Wien
6138	1945-20-03	48.20848938300048	16.37207861500042	Austria	Wien
6357	1945-14-04	47.2499979370005	15.166667081000469	Austria	Steiermark
6370	1945-??-04	48.53332905700046	16.749995579000426	Austria	Zistersdorf
6443	1945-05-04	48.949996583000484	15.133329539000442	Austria	Leopoldsdorf
6499	1945-06-04	48.20848938300048	16.37207861500042	Austria	Wien
6640	1944-20-10	48.20848938300048	16.37207861500042	Austria	Wien
6656	1945-01-02	48.56779599900051	13.949025631000438	Austria	Goetzendorf
6829	1945-18-04	46.58332809600046	14.066667692000465	Austria	Sankt Kathrein
6957	1945-20-02	47.26265981400047	11.394539311000415	Austria	Innsbruck
7210	1944-23-11	47.26265981400047	11.394539311000415	Austria	Innsbruck
7483	1944-28-06	46.96666708000049	14.133329277000428	Austria	Schwarzenbach
7950	1945-22-01	48.20848938300048	16.37207861500042	Austria	Wien
7984	1943-19-10	48.20848938300048	16.37207861500042	Austria	Wien
8106	1945-05-03	47.06666620600049	15.449997938000422	Austria	Graz
8153	1945-??-04	48.849997457000484	15.766666338000448	Austria	Riegersburg
8636	1945-??-03	48.13991996800047	14.430365918000462	Austria	Siding
8752	1945-15-05	48.20848938300048	16.37207861500042	Austria	Wien
8956	1944-30-12	48.56779599900051	13.949025631000438	Austria	Goetzendorf
9043	1945-14-04	47.08332822700049	15.916669527000465	Austria	Ils
9065	1944-20-11	48.134245971000496	16.906239715000424	Austria	Deutsch Altenburg
9319	1945-30-05	47.06430841500048	15.440778256000442	Austria	Austerlitz
9383	1945-13-04	47.89758947100046	15.960216663000438	Austria	Pernitz
9509	1944-29-10	48.20848938300048	16.37207861500042	Austria	Wien
9746	1945-08-04	47.0499996850005	15.916669527000465	Austria	Walkersdorf
10017	1944-03-04	47.88158889100049	16.242076151000447	Austria	Felixdorf
10185	1945-22-02	47.48332923200047	12.066667168000436	Austria	Worgl
10240	1944-28-11	48.20848938300048	16.37207861500042	Austria	Wien
10503	1945-23-08	46.59999911700049	13.816669876000446	Austria	Sankt Johann
10544	1944-29-09	48.20848938300048	16.37207861500042	Austria	Wien
10722	1945-30-04	47.59999937900051	15.68332923300045	Austria	Murzzuschlag
10823	1945-??-04	48.01666690500048	14.049996671000429	Austria	Brunn
11396	1945-??-04	46.749997806000465	13.83332739800045	Austria	Karnten
11637	1945-23-02	48.3833258680005	16.216666906000455	Austria	Stockerau
11792	1945-??-01	48.166665594000506	15.08332997600047	Austria	Ybbs and der Donau
11881	1944-17-08	NA	NA	Austria	Kurtsalas
12079	1945-05-05	48.30638719600046	14.286108719000424	Austria	Linz
12176	1945-26-04	48.466667473000484	16.366665595000427	Austria	Wetzleinsdorf
12362	1945-??-04	48.20848938300048	16.37207861500042	Austria	Wien
12370	1944-25-10	48.10146997200047	14.798509978000425	Austria	Mauer Ohling
12484	1945-25-05	48.30638719600046	14.286108719000424	Austria	Linz
12698	1943-13-08	48.20848938300048	16.37207861500042	Austria	Wien
12733	1945-??-04	48.08025976200048	16.386108370000443	Austria	Achau
13259	1945-27-03	48.56779599900051	13.949025631000438	Austria	Gotzendorf
13281	1945-07-04	47.86851755100048	16.051536059000455	Austria	Waldegg
13303	1944-26-09	48.30638719600046	14.286108719000424	Austria	Linz
13335	1945-??-04	47.49999575300046	16.416669658000444	Austria	Burgenland
