2757304	1945-??-04	52.731686004000494	41.443259852000494	Russia	Tambow
2376398	1945-24-07	52.731686004000494	41.443259852000494	Russia	Tambow
2488559	1943-30-12	46.721380153000496	33.05328978200049	Poland	Krinki
2757305	1945-24-03	52.6549363150005	42.72235684700047	Russia	Kirsanow
2376262	1944-17-07	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757306	????-??-??	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757307	1945-23-02	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757308	1944-31-12	52.6549363150005	42.72235684700047	Russia	Kirsanow
2517697	????-??-??	52.731686004000494	41.443259852000494	Russia	Tambow
3724525	1945-14-01	50.08363948600049	5.666889571000411	Belgium	Bertogne
2572961	1944-11-04	51.9591495570005	33.74391657500047	Ukraine	Rostov
2757309	1945-09-02	52.6549363150005	42.72235684700047	Russia	Kirsanow
2488676	????-??-??	52.5786590830005	14.628438342000436	Germany	Kustrin
2517698	1945-31-05	52.731686004000494	41.443259852000494	Russia	Tambow
2757396	1944-27-07	43.55638820000047	45.11860570900046	Russia	Kaluz
2757310	????-??-??	52.6549363150005	42.72235684700047	Russia	Kirsanow
2572930	1943-25-10	46.84850004100048	35.376479866000466	Russia	Melitopol
2757311	1945-03-02	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757312	1945-28-04	52.731686004000494	41.443259852000494	Russia	Tambow
2375993	1945-19-04	52.731686004000494	41.443259852000494	Russia	Tambow
2375937	1945-04-02	51.66360678300049	16.08449563400046	Poland	Glogau
2757313	1944-09-12	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757314	1945-19-04	52.6549363150005	42.72235684700047	Russia	Kirsanow
2376100	1945-09-02	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757316	1945-20-05	52.731686004000494	41.443259852000494	Russia	Tambow
2757317	1945-29-04	52.731686004000494	41.443259852000494	Russia	Tambow
2757318	1944-29-10	52.731686004000494	41.443259852000494	Russia	Tambow
2463277	1945-01-01	52.40691832300047	16.92992561300042	Poland	Posen
2757319	1945-20-01	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757286	1944-??-07	52.59159993500049	33.07394852600049	Russia	Bobruisk
2757320	????-??-??	52.731686004000494	41.443259852000494	Russia	Tambow
2757322	1944-02-11	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757321	1945-30-01	52.731686004000494	41.443259852000494	Russia	Tambow
2757323	1944-29-11	52.731686004000494	41.443259852000494	Russia	Tambow
2572931	1943-15-06	47.26265981400047	11.394539311000415	Austria	Insbruck
2757325	1915-09-03	49.274809260000495	7.013597567000431	Germany	Herrensohr
2517682	1945-08-04	51.24999898600049	22.566669920000436	Poland	Lublin
2517700	1944-20-10	52.6549363150005	42.72235684700047	Russia	Kirsanov
2757326	1944-21-12	52.731686004000494	41.443259852000494	Russia	Tambow
2757324	1945-08-03	52.731686004000494	41.443259852000494	Russia	Tambow
2757327	1945-14-02	52.731686004000494	41.443259852000494	Russia	Tambow
2375827	1945-??-02	52.731686004000494	41.443259852000494	Russia	Tambow
2659051	1944-20-11	50.614398888000494	20.752057445000446	Poland	Chmielnik
2757328	1945-09-06	52.731686004000494	41.443259852000494	Russia	Tambow
2375767	1943-??-12	51.8574990780005	35.62789939400045	Russia	Darnitza
2375819	1944-21-06	52.731686004000494	41.443259852000494	Russia	Tambow
2375956	1945-??-09	52.731686004000494	41.443259852000494	Russia	Tambow
2375957	1945-30-04	52.6549363150005	42.72235684700047	Russia	Kirsanow
2757329	1915-02-12	49.64999946600051	6.549999205000461	Germany	Wawern
2375824	1945-09-03	52.731686004000494	41.443259852000494	Russia	Tambow
2757330	1944-25-12	52.731686004000494	41.443259852000494	Russia	Tambow
2757331	1945-24-03	52.731686004000494	41.443259852000494	Russia	Tambow
2757332	1945-16-01	52.731686004000494	41.443259852000494	Russia	Tambow
2757333	1944-30-10	52.731686004000494	41.443259852000494	Russia	Tambow
2757334	1945-05-03	52.731686004000494	41.443259852000494	Russia	Tambow
2537651	1944-01-10	51.099995797000474	17.033326437000426	Poland	Breslau
2517701	1943-19-12	52.731686004000494	41.443259852000494	Russia	Tambow
2757335	1945-??-02	52.731686004000494	41.443259852000494	Russia	Tambow
2517853	1945-01-02	54.70648876400048	20.510946341000476	Russia	Kaliningrad
2517884	1945-01-02	54.70648876400048	20.510946341000476	Russia	Kaliningrad
2757336	1945-22-01	52.731686004000494	41.443259852000494	Russia	Tambow
2757337	1945-18-05	52.731686004000494	41.443259852000494	Russia	Tambow
2463281	1945-02-02	NA	NA	Poland	Schitau
2488569	1944-??-03	57.81359804600049	28.349597255000447	Russia	Pleskau
2375796	????-??-??	54.70648876400048	20.510946341000476	Russia	Kaliningrad
2382314	1945-13-12	52.731686004000494	41.443259852000494	Russia	Tambow
2376271	1945-13-02	52.731686004000494	41.443259852000494	Russia	Tambow
2757287	????-??-??	52.22976904300049	21.011778898000443	Poland	Varsovie
2376409	1945-13-02	52.731686004000494	41.443259852000494	Russia	Tambow
2757338	1944-28-11	52.6549363150005	42.72235684700047	Russia	Kirsanow
2800607	1945-25-02	52.731686004000494	41.443259852000494	Russia	Tambow
2376287	1945-22-02	52.6549363150005	42.72235684700047	Russia	Kirsanow
2376410	1945-15-05	52.731686004000494	41.443259852000494	Russia	Tambow
2376411	1945-02-05	52.731686004000494	41.443259852000494	Russia	Tambow
2375838	1944-??-11	52.731686004000494	41.443259852000494	Russia	Tambow
2376101	1945-??-09	52.731686004000494	41.443259852000494	Russia	Tambow
